Vendor ID | Product ID | Description
0x1d50 | 0x613a | [https://github.com/gsteiert/FPGA-helper FPGA-Helper programming communication interface]
0x1d50 | 0x613b | [https://github.com/MegabytePhreak/scope-footswitch scope-footswitch bootloader mode]
0x1d50 | 0x613c | [https://github.com/MegabytePhreak/scope-footswitch scope-footswitch]
0x1d50 | 0x613d | [https://github.com/nanusefue/crocopoi Crocopoi]
0x1d50 | 0x613e | [https://github.com/flummer/geckoboot/ Geckonator Bootloader]
0x1d50 | 0x613f | [https://github.com/flummer/geckoboot/ Geckonator Bootloader (target)]
0x1d50 | 0x6140 | [https://git.osmocom.org/osmo-asf4-dfu/ osmo-ASF4-DFU SAM E5x/D5x USB DFU bootloader]
0x1d50 | 0x6141 | [https://git.osmocom.org/osmo-ccid-firmware/ sysmocom sysmoOCTSIM]
0x1d50 | 0x6142 | [https://git.osmocom.org/osmo-small-hardware/tree/clock-generator Osmocom clock generator]
0x1d50 | 0x6143 | [https://git.osmocom.org/osmo-small-hardware/tree/clock-generator Osmocom clock generator (DFU)]
0x1d50 | 0x6144 | [https://osmocom.org/projects/e1-t1-adapter/wiki/ICE40_E1_USB_interface Osmocom E1 adapter (DFU)]
0x1d50 | 0x6145 | [https://osmocom.org/projects/e1-t1-adapter/wiki/ICE40_E1_USB_interface Osmocom E1 adapter]
0x1d50 | 0x6146 | [https://github.com/smunaut/ice40-playground Generic iCE40 DFU bootloader]
0x1d50 | 0x6147 | [https://github.com/smunaut/ice40-playground Generic iCE40 Demo App]
0x1d50 | 0x6148 | [https://github.com/smunaut/ice40-playground iCEpick (DFU)]
0x1d50 | 0x6149 | [https://github.com/smunaut/ice40-playground iCEpick]
0x1d50 | 0x614a | [https://github.com/Spritetm/hadbadge2019_fpgasoc/ Hackaday Supercon 2019 badge]
0x1d50 | 0x614b | [https://github.com/Spritetm/hadbadge2019_fpgasoc/ Hackaday Supercon 2019 badge bootloader]
0x1d50 | 0x614c | [https://github.com/dwtk/dwtk-ice/ dwtk In-Circuit Emulator]
0x1d50 | 0x614d | [https://github.com/notro/gud/wiki Generic USB Display]
0x1d50 | 0x614e | [https://www.klipper3d.org/ Klipper 3d-Printer Firmware]
0x1d50 | 0x6150 | [https://osmocom.org/projects/e1-t1-adapter/wiki/E1_tracer Osmocom E1 tracer (DFU)]
0x1d50 | 0x6151 | [https://osmocom.org/projects/e1-t1-adapter/wiki/E1_tracer Osmocom E1 tracer]
0x1d50 | 0x615b | [https://greatscottgadgets.com/luna/ LUNA USB Multitool]
0x1d50 | 0x615c | [https://greatscottgadgets.com/luna/ Apollo FPGA Programmer]
0x1d50 | 0x615d | [https://github.com/oskirby/logicbone/ Logicbone DFU Bootloader]
0x1d50 | 0x615f | [https://git.osmocom.org/osmo-ccid-firmware/tree/ccid_host osmo-ccid-firmware USB CCID gadget]
0x1d50 | 0x6160 | [https://github.com/Shik-Tech/N32B N32B midi controller]
0x1d50 |  | 0x1d50 0x???(0/4/8/c) #########- insert next record here -#########'''   *R!*
0x1d50 | 0x8085 | [http://madresistor.org/box0/ Box0 (box0-v5) - Free/Open source tool for exploring science and electronics]
0x1d50 | 0xCC15 | [https://rad1o.badge.events.ccc.de/ rad1o badge for CCC congress 2015]
